,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
553,Fireflies .ai,Energy,Unknown,5000000.0,New Delhi,"New Delhi, Delhi, India",Developer of an artificial intelligence-powered assistant for businesses Sam Udotong,2019,2015.0,Canaan Partners,Undisclosed
554,HungerBox,Energy,Series C,12000000.0,Bangalore,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",2019,2015.0,"Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
555,Bijak,Energy,Seed fund,2500000.0,Bangalore,"Bangalore, Karnataka, India",B2B platform for agricultural commodities.,2019,2019.0,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital"
556,Licious,Energy,Series E,30000000.0,Bangalore,Bangalore,Online meat shop,2019,2015.0,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund
557,truMe,Energy,Unknown,140000.0,Mumbai,Mumbai,"A global platform for Identity and Access Management Babu Dayal, Pramod Uniyal, Lalit Mehta",2019,2015.0,Rajan Kaistha,Undisclosed
558,Pumpkart,Energy,Unknown,3000000.0,Chandigarh,Chandigarh,B2B model for appliances and electrical products KS Bhatia,2019,2014.0,Dinesh Dua,Undisclosed
559,Asteria Aerospace,Energy,Unknown,230000000.0,Bangalore,Bangalore,"Develops drones that are used by the military, paramilitary, police forces and in various industries. Neel Mehta, Nihar Vartak",2019,2011.0,Reliance Industries,Undisclosed
560,Rivigo,Energy,Series F,20000000.0,Mumbai,Mumbai,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2019,2014.0,"Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd"
561,HappyEasyGo,Energy,Series B+,49400000.0,Gurugram,Gurugram,Online flight booking,2019,2017.0,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners"
562,Zetwerk,Energy,Series B,32000000.0,Bangalore,Bangalore,Provides facilities to get products manufactured.,2019,2018.0,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital"
563,Observe.AI,Energy,Series A,26000000.0,Bangalore,Bangalore,Creates a voice AI platform,2019,2015.0,Swapnil,Scale Venture Partners
564,Freshokartz,Energy,Pre series A,150000.0,Jaipur,Jaipur,Online fruits and vegetables delivery company,2019,2016.0,Rajendra Lora,ThinkLab
565,Lil’ Goodness and sCool meal,Healthcare,Unknown,400000.0,Bangalore,Bangalore,It empowers moms to provide the best of foods to their Lil' ones ,2019,2015.0,"Sajan Pillai, Muthu Krishnan,",Undisclosed
566,Trell,Energy,Pre series A,2000000.0,Bangalore,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,2019,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah"
567,VMate,Energy,Unknown,100000000.0,Hyderabad,Hyderabad,A short video platform ,2019,2015.0,Alibaba,Undisclosed
568,Bombay Shirt Company,Education,Unknown,8000000.0,Mumbai,Mumbai,Online custom shirt brand Akshay Narvekar,2019,2012.0,Lightbox Ventures,Undisclosed
569,Slintel,Energy,Unknown,1500000.0,Gurgaon,Gurgaon,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals Deepak Anchala",2019,2016.0,Stellaris Ventures,Undisclosed
570,MyGameMate,Energy,Unknown,100000.0,Bangalore,Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments Parshavv Jain& Raju Kushwaha,2019,2015.0,"Jindagi Live Angels,",Undisclosed
571,Afinoz,Finance,Unknown,3000000.0,Noida,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India Rachna Suneja,2019,2015.0,Fintech innovation lab,Undisclosed
572,Rein Games,Energy,Pre series A,50000000.0,Noida,Noida,"It develops, publishes and distributes games across various platforms",2019,2015.0,"Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital"
573,Ecozen,Energy,Series A,6000000.0,Pune,Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,2019,2015.0,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund)
574,Box8,Energy,Unknown,120000000.0,Mumbai,Mumbai,"Enables to order food online Amit Raj, Anshul Gupta",2019,2011.0,Trifecta Capital,Undisclosed
575,Awign Enterprises,Energy,Series A,4000000.0,Bangalore,Bangalore,It supplies workforce to the economy,2019,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures."
576,Purplle,Energy,Series C,30000000.0,Mumbai,Mumbai,Online makeup and beauty products retailer,2019,2012.0,"Manish Taneja, Rahul Dash",Goldman Sachs
577,Freightwalla,Energy,Series A,4000000.0,Mumbai,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,2019,2017.0,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital"
578,TapChief,Energy,Pre series A,1500000.0,Bangalore,Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,2019,2016.0,"Shashank Murali, Binay Krishna, Arjun Krishna",Blume Ventures.
579,eJOHRI,Energy,Pre series A,1000000.0,Mumbai,Mumbai,Omnichannel marketplace for gems and jewellery,2019,2015.0,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat
580,Ninjacart,Energy,Unknown,3000000.0,Mumbai,"Mumbai, Maharashtra, India","It connects producers of food directly to retailers, restuarants and service providers. Thirukumaran Nagarajanin, Vasudevan Chinnathambi",2019,2015.0,"Walmart, Flipkart",Undisclosed
581,Binca Games,Energy,Unknown,3000000.0,Mumbai,Mumbai,"It offers games that are available across India and UK. Rubianca Wadhwa, Sahil Wadhwa",2019,2014.0,Sunil Gavaskar,Undisclosed
582,KredX,Energy,Series B,26000000.0,Bangalore,Bangalore,Invoice discounting platform,2019,2015.0,Manish Kumar,Tiger Global Management
583,m.Paani,Energy,Series A,5500000.0,Mumbai,Mumbai,It digitizes and organises local retailers,2019,2015.0,Akanksha Hazari,"AC Ventures, Henkel"
584,Origo,Energy,Unknown,6800000.0,Gurugram,Gurugram,"It provides post-harvest management services for agricultural commodities Mayank Dhanuka, Sunoor Kaul",2019,2010.0,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",Undisclosed
585,WishADish,Energy,Unknown,6000000.0,Delhi,Delhi,"Provides management solution for restaurants Sawan Kumar, Bhavya Bhambhani",2019,2015.0,Undisclosed,Undisclosed
586,Ecom Express,Energy,Unknown,36000000.0,Gurugram,Gurugram,"It is a technology enabled logistics solutions provider to the Indian e-commerce industry Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena",2019,2012.0,CDC Group,Undisclosed
587,Stanza Living,Energy,Unknown,5700000.0,Delhi,Delhi,"Provides comfortable and secure accomodation for students Sandeep Dalmia, Anindya Dutta",2019,2017.0,Alteria Capital,Undisclosed
588,PiBeam,Energy,Unknown,50000000.0,Chennai,Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles Visakh Sasikumar,2019,2015.0,GAIL (India) Ltd,Undisclosed
589,Euler Motors,Energy,Unknown,2000000.0,Delhi,Delhi,It is offering mobility as a service Saurav Kumar,2019,2015.0,"Blume Ventures, Emergent Ventures",Undisclosed
590,Moms Co,Education,Series B,5000000.0,New Delhi,New Delhi,It is into mother and baby care-focused consumer goods,2019,2015.0,Malika Sadani,"Saama Capital, DSG Consumer Partners"
591,Cubical Labs,Energy,Series B,3000000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",Home automation solution provider,2019,2013.0,"Dhruv Ratra, Swati Vyas",Rockstud Capital
592,Lawyered,Energy,Unknown,100000.0,Delhi,Delhi,"It helps to connect to legal advise online Ashish Bhatia, Himanshu Gupta",2019,2015.0,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",Undisclosed
593,Cuemath,Education,Unknown,5500000.0,Bangalore,Bangalore,It helps students to learn math online Manan Khurma,2019,2013.0,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",Undisclosed
594,Licious,Energy,Series D,25000000.0,Bangalore,Bangalore,Online meat shop,2019,2015.0,"Vivek Gupta, Abhay Hanjura",Vertex Ventures
595,Nivesh.com,Energy,Unknown,600000.0,Noida,Noida,"The platform simplifies the process of investment Anurag Garg, Sridhar Srinivasan",2019,2016.0,Windrose Capital,Undisclosed
596,Zebu,Energy,Seed round,4000000.0,Mumbai,"Mumbai, Maharashtra, India","Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",2019,2015.0,Team of Waterloo-based software developers,Undisclosed
597,Smart Institute,Education,Unknown,1500000.0,Surat,Surat,A platform to learn online ,2019,2015.0,HNI investors,Undisclosed
598,CarDekho,Energy,Series D,70000000.0,Jaipur,Jaipur,Enables people to buy and sell new/old cars.,2019,2008.0,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital"
599,Shadowfax,Energy,Series D,60000000.0,Bangalore,Bangalore,A platform for delivery services,2019,2015.0,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC"
600,Credr,Energy,Unknown,6000000.0,Mumbai,Mumbai,A marketplace to buy and sell used bikes and scooters Mittal,2019,2014.0,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",Undisclosed
601,Sportido,Energy,Series B,3000000.0,Noida,Noida,It is a sports discovery app that helps to find people and places to play 700+ sports,2019,2015.0,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners."
602,Phable,Energy,Unknown,220000.0,Bangalore,Bangalore,"It creates an engagement loop between doctors, hospitals, and patients via its app Sumit Sinha",2019,2018.0,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",Undisclosed
603,Sarva,Healthcare,Unknown,2800000.0,Chennai,Chennai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle Sarvesh Shashi,2019,2015.0,"Venture fund, Fireside Ventures.",Undisclosed
604,IndyFint,Finance,Series A,2100000.0,Bangalore,Bangalore,"It helps lenders to directly provide short-term loans to merchants, employees, and students",2019,2019.0,Paddy Padmanabhan,Saravanan Adiseshan
605,Zolostays,Energy,Unknown,7000000.0,Bangalore,Bangalore,"It offers affordable housing apartments to young professionals and students Akhil Sikri, Nikhil Sikri, Sneha Choudhry",2019,2015.0,Trifecta Capital,Undisclosed
606,Ola,Energy,Unknown,311000000.0,Bangalore,Bangalore,"It enables one to book cab online Bhavish Aggarwal, Ankit Bhati",2019,2010.0,"Kia Motors, Hyundai",Undisclosed
607,Zoomcar,Energy,Unknown,4800000.0,Bangalore,Bangalore,"A car rental service platform Greg Moran, David Back",2019,2013.0,Zoomcar Inc,Undisclosed
608,Kratikal,Energy,Pre-series A,1000000.0,Uttar pradesh,Uttar pradesh,Provides cyber security solutions,2019,2015.0,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu"
609,Froogal,Energy,Pre series A,1000000.0,Hyderabad,Hyderabad,A cloud based Customer Loyalty & Engagement Platform,2019,2015.0,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors
610,Infra.Market,Energy,Series A,20000000.0,Mumbai,Mumbai,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing",2019,2015.0,"Aaditya Sharda, Souvik Sengupta","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala"
611,Oyo,Healthcare,Unknown,693000000.0,Gurugram,Gurugram,Provides rooms for comfortable stay Ritesh Agarwal,2019,2013.0,"MyPreferred Transformation, Avendus Finance, SoftBank",Undisclosed
612,GoMechanic,Energy,Series B,5000000.0,Delhi,Delhi,Find automobile repair and maintenance service providers,2019,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital
613,Spinny,Energy,Unknown,50000000.0,Delhi,Delhi,"Online car retailer Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta",2019,2015.0,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",Undisclosed
614,Ess Kay Fincorp,Finance,Unknown,33000000.0,Rajasthan,Rajasthan,Organised Non-Banking Finance Company Rajendra Setia,2019,2015.0,"TPG, Norwest Venture Partners, Evolvence India",Undisclosed
615,Aqgromalin,Energy,Unknown,200000.0,Chennai,Chennai,"Cultivating Ideas for Profit Prasanna Manogaran, Bharani C L",2020,2019.0,Angel investors,Undisclosed
616,Krayonnz,Education,Pre-seed,100000.0,Bangalore,Bangalore,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,2020,2019.0,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator
617,PadCare Labs,Energy,Pre-seed,3000000.0,Pune,Pune,Converting bio-hazardous waste to harmless waste,2020,2018.0,Ajinkya Dhariya,Venture Center
618,NCOME,Energy,Unknown,400000.0,New Delhi,New Delhi,Escrow-as-a-service platform Ritesh Tiwari,2020,2020.0,"Venture Catalysts, PointOne Capital",Undisclosed
619,Gramophone,Energy,Unknown,340000.0,Indore,Indore,"Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management. Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan",2020,2016.0,"Siana Capital Management, Info Edge",Undisclosed
620,qZense,Energy,Seed,600000.0,Bangalore,Bangalore,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,2020,2019.0,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund"
621,MyClassboard,Education,Pre-series A,600000.0,Hyderabad,Hyderabad,MyClassboard is a full-fledged School / College Management Software.,2020,2008.0,Ajay Sakhamuri,ICICI Bank.
622,Metvy,Energy,Pre-series,3000000.0,Gurgaon,Gurgaon,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,2020,2018.0,Shawrya Mehrotra,HostelFund
623,Rupeek,Finance,Series C,45000000.0,Bangalore,Bangalore,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",2020,2015.0,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments"
624,Gig India,Energy,Pre-series A,1000000.0,Pune,Pune,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,2020,2017.0,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai"
625,Slurrp Farm,Energy,Series A,2000000.0,Gurgaon,Gurgaon,Slurrp Farm is a children health food brand.,2020,2016.0,Meghana Narayan,Fireside Ventures
626,Medfin,Energy,Series A,3000000.0,Bangalore,Bangalore,Medfin is a Discovery platform for medical procedures and financing.,2020,2017.0,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal"
627,MasterG,Energy,Unknown,3000000.0,New Delhi,New Delhi,MasterG is a design and skill development organisation. Gayatri Jolly,2020,2015.0,Acumen Fund's angel programme,Undisclosed
628,Brila 91,Energy,Unknown,1200000.0,New Delhi,New Delhi,Bira 91 is a craft beer company. Ankur Jain,2020,2014.0,"Sequoia Capital India, Sixth Sense Ventures",Undisclosed
629,FoodyBuddy,Energy,Unknown,600000.0,Belgaum,Belgaum,"FoodyBuddy is a online food delivery portal Akil Sethuraman, Anup Gopinath, Rachna Rao",2020,2015.0,Rebel Foods,Undisclosed
630,Zomato,Energy,Unknown,660000000.0,Gurgaon,Gurgaon,"Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah",2020,2008.0,"Kora, Tiger Global Management",Undisclosed
631,OurEye.ai,Energy,Unknown,120000.0,Bangalore,Bangalore,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure. Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal",2020,2020.0,"100X VC, Amara Ventures",Undisclosed
632,Shiprocket,Education,Series C,7500000.0,New Delhi,New Delhi,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,2020,2017.0,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital"
633,Pine Labs,Finance,Unknown,3000000.0,Noida,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants. Amrish Rau,2020,1998.0,"Mastercard, Temasek Holdings",Undisclosed
634,Moneyboxx Finance,Finance,Unknown,1000000.0,New Delhi,New Delhi,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India Prashant Agarwal,2020,2019.0,"BlackSoil, Caspian",Undisclosed
635,EWar,Energy,Pre-series A,3000000.0,Bangalore,Bangalore,EWar Games is a e-sports and real-time gaming start-up.,2020,2019.0,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee"
636,SucSEED Indovation,Finance,Unknown,5000000.0,Hyderabad,Hyderabad,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW Vikrant Varshney",2020,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
